RelationshipId,Citizen1,Citizen2,StrengthScore,TrustScore,Title,Description,Notes,Tier,Status,CreatedAt,UpdatedAt,LastInteraction,QualifiedAt
,RialtoRacer56,SilentObserver,1,100,Slightly Distrusted Acquaintance,"We maintain a basic employee-employer dynamic with low relevance and moderate distrust. They work at your Guard Post, showing ongoing engagement but minimal depth in our relationship or shared activities within Venetian society."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:59pm,14/3/2026 5:02pm,14/3/2026 5:02pm,5/6/2025 7:40pm
,PixelNinja,VenicePhotographer,1,100,Neutral Work Exchange,"We maintain a strictly transactional relationship, with interactions limited to professional exchanges at the docks and no deeper bonds formed. Marco handles necessary logistics for VenicePhotographer's operations while PixelNinja ensures efficient dock management in return, keeping their dealings fair but impersonal."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:56pm,14/3/2026 5:02pm,14/3/2026 5:02pm,5/6/2025 7:26pm
,BlueSkySurfer,GamingPatrizio,1,100,Directly Employed Dock Worker,"We have a strong, reliable employement bond with BlueSkySurfer working at your public dock on Fondamenta dei Camerlenghi. Their steady work ensures smooth operations for your business interests. Despite the low trust score from this perspective, we continue to rely on their skills and dedication through consistent wages and contracts."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:56pm,14/3/2026 5:02pm,14/3/2026 5:02pm,5/6/2025 7:23pm
,Feola007,SpiceHunter420,1,100,Casual Dockhand Link,"In Venice's bustling commercial scene, we share a straightforward employment connection at her public dock property. With our ongoing interactions maintaining a score of 75 from my perspective as an employee, it reflects steady but unremarkable involvement in daily operations and tasks related to cargo handling. However, the low StrengthScore indicates that this relationship has minimal impact on my overall wealth or influence, requiring careful management due to slight distrust (TrustScore around neutral) that might stem from past experiences or general market perceptions."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 7:04pm,14/3/2026 5:02pm,14/3/2026 5:02pm,5/6/2025 8:38pm
,BankingWizard99,Foscari_Banker,1,100,Casual Employment Link,"We share a basic professional connection through his employment at your public dock, but the overall strength remains minimal as he contributes little strategic value. Trust in our interactions is moderate; while generally reliable for daily tasks like wage payments, there's always a slight caution due to Venice's cutthroat commerce."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 7:02pm,14/3/2026 5:02pm,14/3/2026 5:02pm,5/6/2025 7:47pm
,VenicePhotographer,Xadme,1,100,Minimal Business Acquaintance,"As VenicePhotographer with Xadme, we share a very limited relevance score of approximately 1.1/100 and a distrustful trust level at 36.7/100, indicating our relationship is largely superficial or recently established without deep history."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:57pm,14/3/2026 5:02pm,14/3/2026 5:02pm,5/6/2025 7:29pm
,VenicePhotographer,trader4life,1,100,Casual Employment Link,"Our interaction remains primarily professional and transactional, with trust maintained through fair dealings but limited depth due to a low strength score. As employer and employee at the public dock, we coordinate basic tasks, but this connection doesn't extend significantly into other areas of Venetian society or shared goals."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:57pm,14/3/2026 5:02pm,14/3/2026 5:02pm,5/6/2025 8:37pm
,ItalyMerchant,LuciaMancini,1,100,Casual Business Acquaintance,"They share a mutual acquaintance-based relationship focused on everyday commerce and minor dependencies, but it remains fundamentally casual due to the low relevance strength. As an evaluator with average status, they see LuciaMancini as someone who works at their small warehouse building with a trust score around neutral levels in those interactions."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:58pm,14/3/2026 5:02pm,14/3/2026 5:02pm,5/6/2025 7:36pm
,CryptoContarini,VenicePhotographer,1,100,Minimal Professional Connection,"We share an extremely weak bond, barely noticeable in terms of relevance or trust based on our low scores. This suggests limited direct interactions that don't significantly impact either party's status or well-being. Perhaps we exchanged only a handful of trivial business dealings without deep implications for our lives."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:57pm,14/3/2026 5:02pm,14/3/2026 5:02pm,5/6/2025 7:29pm
,Debug42,cyprus_trader,1,100,Minimal Interaction Associate,"They have a reported interaction history with neutral trust levels based on a score of approximately 48 out of 100, indicating no strong reliance or conflict. The StrengthScore being very low at 1.1 suggests minimal ongoing relevance to each other's primary activities, though some shared experiences from system evaluations exist without deep ties."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:58pm,14/3/2026 5:02pm,14/3/2026 5:02pm,5/6/2025 7:32pm
,Bullitpro0f,VenicePhotographer,1,100,Frail Business Alliance,"They maintain a barely connected employment dynamic with low trust due to cautious interactions and minimal strength in our partnership. With strengthscore at only 1.13 out of 100, there's little depth or reliability between us as VenicePhotographer employs Bullitpro0f under contract stall oversight. Trustscore sits around the neutral zone but slightly below, reflecting a guarded approach to business dealings where we rely on formal agreements despite potential misunderstandings."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:57pm,14/3/2026 5:02pm,14/3/2026 5:02pm,5/6/2025 7:27pm
,TravelBug23,VeniceTrader88,1,100,Employment Skepticism,"They view your employment arrangement with significant suspicion despite a strong economic tie shown by high activity scores. Your low trust score indicates they are wary of reliability in the business context, which could stem from past issues or current inefficiencies affecting their operations."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:56pm,14/3/2026 5:01pm,14/3/2026 5:01pm,5/6/2025 7:23pm
,ligurian_captain,trader4life,1,100,Functional Business Acquaintance,"We have maintained a stable but cautious business relationship where Paolo works at your employ. The trust score suggests moderate reliability in professional dealings, while the low strength indicates limited depth in our interactions beyond this employment link."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:58pm,14/3/2026 5:01pm,14/3/2026 5:01pm,5/6/2025 7:37pm
,VenicePhotographer,apulian_mariner,1,100,Unsteady Business Association,"Their professional connection is strong and functional, with Biagio employed at your Small Warehouse in San Polo. However, trust levels remain very low due to ongoing issues like his hunger, which may indicate underlying tensions or concerns that affect the dynamic."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:57pm,14/3/2026 5:01pm,14/3/2026 5:01pm,5/6/2025 7:23pm
,ShadowHunter,adriatic_captain,1,100,Cautious Employment,"We maintain an employment relationship with ongoing interactions but low trust, perhaps due to past experiences. As your employee and employer, we rely on formal contracts despite my mercantile background influencing daily operations. This score may reflect uncertainty in collaborations or transactions over time."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:55pm,14/3/2026 5:01pm,14/3/2026 5:01pm,5/6/2025 7:23pm
,PowerLifter,steven,1,100,Guarded Work Alliance,"Our relationship is primarily based on the ongoing employment at your gondola station, with trust slightly above neutral due to steady payments and minimal issues. However, this connection doesn't carry significant weight in daily Venetian affairs or influence other major gameplay elements for us."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:57pm,14/3/2026 5:01pm,14/3/2026 5:01pm,5/6/2025 7:30pm
,CannaregioPaolo,TravelBug23,1,100,Turbulent Business Partner,"We have a strong working relationship despite frequent issues with stock failures during our collaborations, which strain trust but don't break the professional bond. Tommaso and I rely on each other for consistent supply chain management at our shared docks. Our mutual problems reinforce dependency while highlighting systemic risks in Venice's commerce."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:56pm,14/3/2026 5:01pm,14/3/2026 5:01pm,5/6/2025 7:23pm
,BankingWizard99,GlassMaster1503,1,100,Employment Partnership,"Based on our ongoing employment relevance, he employs me at his contract stall with a score of 75 indicating stability. Our interactions are frequent and tied to daily operations, such as wage payments, yet my TrustScore reflects some unease from these dealings."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:55pm,14/3/2026 5:01pm,14/3/2026 5:01pm,5/6/2025 7:23pm
,Trade4Fun,meyti_tgz,1,100,Distrusted Employment Partnership,"As Trade4Fun, I have a relationship with meyti_tgz where he works at my inn on Calle della Misericordia, as evidenced by the ongoing 'employee_to_employer' relevance score of 75. The negative TrustScore suggests unresolved issues or mistrust stemming from our differing social standings and business dealings in Venice. Our frequent interactions include managing contracts and addressing problems like zero wages at my property, which have been handled with mutual reliance despite the tension indicated by recent data."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:55pm,14/3/2026 5:00pm,14/3/2026 5:00pm,5/6/2025 7:23pm
,BarbarigoCadet,cosmic_wanderer,1,100,Casual Business Interaction,"They have a minimal connection with very low relevance and slight trust, primarily involving employment-related exchanges. We share infrequent interactions where roles may alternate slightly based on current needs or projects."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:58pm,14/3/2026 5:01pm,14/3/2026 5:01pm,5/6/2025 7:34pm
,greek_trader,rialto_sailor,1,99,Cautious Business Acquaintance,"We have a stable, ongoing relationship where Giacomo's work at my contract stall ensures smooth operations, but with low trust. He is reliable for the job he does, though I remain cautious due to his limited understanding of commerce beyond manual labor and spiritual comfort."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_check_business_status_worker_idle_failure_worker_greek_trader_found_idle_at_contract_stall_at_rio_terà_delle_madonnelle., activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_check_business_status_worker_active_success_worker_greek_trader_found_active_at_contract_stall_at_rio_terà_delle_madonnelle.",,Active,29/5/2025 6:56pm,5/8/2026 3:40pm,5/8/2026 3:40pm,5/6/2025 7:23pm
,FitnessFanatic,SilentObserver,1,98,Neutral Professional Association,"They maintain a basic level of professional contact despite the marginal StrengthScore and slightly low TrustScore, but don't collaborate deeply or frequently in ways that significantly impact Venetian trade dynamics. Our mutual relevancies are mostly superficial unless something like a problem arises directly related to our shared business interests."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_check_business_status_worker_idle_failure_worker_fitnessfanatic_found_idle_at_small_warehouse_at_calle_dei_brustolon., activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:59pm,14/3/2026 5:02pm,14/3/2026 5:02pm,5/6/2025 7:40pm
,ItalyMerchant,MariaDolfin,1,97,Neutral Acquaintance,"We have a baseline of mutual respect but aren't deeply reliant on each other's assistance. Their interaction with me remains purely professional, never venturing into personal dependencies or significant conflicts despite our frequent transactions in the market."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_check_business_status_worker_idle_failure_worker_mariadolfin_found_idle_at_public_dock_at_fondamenta_dei_comparetti., activity_check_business_status_worker_idle_failure_worker_mariadolfin_found_idle_at_public_dock_at_fondamenta_dei_comparetti., activity_check_business_status_worker_idle_failure_worker_mariadolfin_found_idle_at_public_dock_at_fondamenta_dei_comparetti., activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:58pm,14/3/2026 5:02pm,14/3/2026 5:02pm,5/6/2025 7:35pm
,Xadme,bigbosefx,1,94,Distrusted Economic Partnership,"Xadme employs me highly effectively at their property, evidenced by the strong StrengthScore of 131.25 in our business relationship. However, despite this economic success, my trust remains low due to ongoing issues like zero wages in his operations, which suggest potential exploitation and undermine confidence without directly impacting productivity gains."," activity_work_deposit_success, activity_check_business_status_worker_idle_failure_worker_bigbosefx_found_idle_at_porter_guild_hall_at_calle_del_capitello_votivo., activity_check_business_status_worker_idle_failure_worker_bigbosefx_found_idle_at_porter_guild_hall_at_calle_del_capitello_votivo., activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:55pm,24/6/2025 5:00pm,24/6/2025 5:00pm,5/6/2025 7:23pm
,John_Jeffries,Trade4Fun,1,93,Employment Relationship Under,"We maintain an employ relationship where John_Jeffries serves as my primary employer at a bakery in Calle della Scuola dei Laneri. The mutual trust score indicates neutral levels, reflecting steady but cautious interactions based on fair dealings and precision in business matters. StrengthScore remains very low due to minimal other dependencies or ongoing engagements."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_check_business_status_worker_idle_failure_worker_trade4fun_found_idle_at_bakery_at_calle_della_scuola_dei_laneri., activity_check_business_status_worker_idle_failure_worker_trade4fun_found_idle_at_bakery_at_calle_della_scuola_dei_laneri., activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_check_business_status_worker_idle_failure_worker_trade4fun_found_idle_at_bakery_at_calle_della_scuola_dei_laneri.",,Active,29/5/2025 7:01pm,5/8/2026 3:40pm,5/8/2026 3:40pm,5/6/2025 7:47pm
,John_Jeffries,shiren,1,93,Tenuous Employment Alliance,"They perceive you as a key employee in their operations, with a strong relevance score of 75/100 supporting the employment connection. However, your own trust and strength metrics remain low at 38.68 and 1.13 out of 100 respectively, indicating potential instability or unresolved issues, such as unmet expectations in your role.","Sources: employee_fed, employee_homeless, employee_hungry, employee_paid_recently, employee_to_employer, employer_to_employee, transactions_interaction, activity_check_business_status_worker_idle_failure_worker_shiren_found_idle_at_chapel_at_sottoportego_della_giustizia., activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success",,Active,29/5/2025 6:59pm,22/6/2025 5:02pm,22/6/2025 5:02pm,5/6/2025 8:37pm
,BarbarigoCadet,MerchantLegend,1,79,Cautious Engagement,"We maintain a basic connection through our respective businesses sharing common land and resources, though we haven't established direct collaboration or deep trust. Our relationship remains steady but cautious due to differing economic standings; I provide support where needed without revealing too much vulnerability in this competitive Republic."," activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_success",,Active,29/5/2025 6:58pm,14/3/2026 5:01pm,14/3/2026 5:01pm,5/6/2025 7:37pm
,MorosiniNoble,TechnoMedici,1,61,Minimal Business Interaction,They have barely any connection despite being linked through employment or resource dependencies—strength is essentially nonexistent and trust remains just slightly above neutral (49/100).," activity_wage_payment_success, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_success, activity_wage_payment_success, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_success, activity_wage_payment_failure_employer_insufficient_funds, activity_wage_payment_success",,Active,29/5/2025 7:04pm,14/3/2026 5:03pm,14/3/2026 5:03pm,5/6/2025 7:50pm
